feature,usage,usage_pct,is_dead,attack_ratio,corr_brightness,corr_boominess,corr_warmth,corr_hardness,corr_depth,corr_roughness,corr_sharpness,corr_loudness,corr_reverb
696,6.0,0.0018285548,False,5475.4604,-0.03274351,0.03098605,0.0346699,-0.039282013,0.031065477,-0.034439027,-0.03540676,0.018029643,0.10990409
697,4.0,0.0012190365,False,1085.6006,-0.03384718,0.0326045,0.036379926,-0.041378364,0.03329356,-0.037038766,-0.037588753,0.021317482,0.10722035
698,291.0,0.0886849,False,594.4921,-0.015560978,-0.0032749837,0.009685508,-0.0056815413,-0.008475386,-0.017050821,-0.027087158,-5.9540605e-05,0.08983145
699,4.0,0.0012190365,False,207.21492,-0.033646643,0.03201672,0.03568347,-0.039019868,0.03226714,-0.03579776,-0.03680707,0.018868014,0.10830219
700,2.0,0.00060951826,False,0.0,-0.02976236,0.03020718,0.03302915,-0.040289894,0.029653845,-0.03328326,-0.033497695,0.0172965,0.108690925
701,0.0,0.0,False,0.0,0.012391701,-0.040252917,-0.00987658,-0.0058036614,-0.020102343,0.024919856,0.022051884,0.07166771,0.99990124
702,0.0,0.0,False,0.0,0.012391701,-0.040252917,-0.00987658,-0.0058036614,-0.020102343,0.024919856,0.022051884,0.07166771,0.99990124
703,9.0,0.002742832,False,9.436562,-0.031834885,0.030525832,0.03398049,-0.03920676,0.030678561,-0.03538142,-0.035397824,0.019413931,0.107316636
704,1.0,0.00030475913,False,0.0,-0.03316258,0.031500865,0.034908935,-0.0409867,0.03138763,-0.036423802,-0.035911914,0.019206678,0.10729606
705,8.0,0.002438073,False,135.02458,-0.03434997,0.033389866,0.036782686,-0.04154644,0.03283106,-0.03748182,-0.03778932,0.018316353,0.10985147
706,278909.0,85.00006,False,0.45153528,-0.0142236315,-0.055340365,0.02336604,0.005955138,-0.032260135,0.00631544,0.004991595,-0.02678869,-0.037993044
707,9.0,0.002742832,False,2.5945945,-0.032925937,0.031260762,0.03359591,-0.04023953,0.030760579,-0.034911245,-0.035968535,0.020154765,0.1086477
708,6.0,0.0018285548,False,54.056408,-0.032802526,0.029472183,0.0336475,-0.042131547,0.028769892,-0.03552066,-0.03588501,0.01807775,0.1087151
709,1.0,0.00030475913,False,0.0,-0.030082427,0.029657613,0.032476075,-0.038715627,0.028595673,-0.033052355,-0.033990964,0.018299812,0.10740748
710,3.0,0.0009142774,False,0.0,-0.034289334,0.032745305,0.036891952,-0.042623255,0.032424845,-0.035619423,-0.037988763,0.020942455,0.10778994
711,4.0,0.0012190365,False,0.0,-0.03612208,0.03340888,0.038540512,-0.04250355,0.0326646,-0.038900077,-0.040189486,0.02046756,0.10867685
712,3.0,0.0009142774,False,0.0,-0.034021053,0.032420374,0.036364395,-0.041916255,0.03253431,-0.0359804,-0.037776507,0.020003049,0.10716354
713,4.0,0.0012190365,False,3322.5056,-0.033366393,0.032140087,0.03533679,-0.041897148,0.030841153,-0.036881205,-0.036119677,0.020723,0.10782885
714,3.0,0.0009142774,False,1.0287602,-0.033072453,0.031532597,0.034301646,-0.04030372,0.03090444,-0.036120486,-0.03605557,0.018537182,0.10754879
715,8985.0,2.7382607,False,1.5039858e+07,0.32930255,-0.26232168,-0.30754212,0.38754866,-0.18428542,0.3778347,0.3765278,0.0016000484,0.034856334
716,2.0,0.00060951826,False,0.0,-0.034673292,0.03203434,0.036255166,-0.042042326,0.03293682,-0.036659997,-0.03666547,0.018600747,0.10772787
717,6.0,0.0018285548,False,0.0,-0.033633832,0.032424193,0.03615734,-0.04109144,0.031931814,-0.035900787,-0.037146557,0.019757576,0.10768734
718,4.0,0.0012190365,False,94.011,-0.034460004,0.03460457,0.0376283,-0.042753916,0.03498292,-0.036638703,-0.037872966,0.02153572,0.10851346
719,3765.0,1.1474181,False,0.84453505,-0.0897941,0.07104271,0.09711639,-0.08738941,0.07228138,-0.072224475,-0.08518359,0.07319402,0.010434585
720,2.0,0.00060951826,False,869.2949,-0.032320537,0.03101157,0.03426267,-0.041531533,0.030939411,-0.034711365,-0.035649125,0.018444328,0.107628435
721,48.0,0.014628438,False,31428.379,-0.021897487,0.01938795,0.0233947,-0.032755286,0.018718217,-0.027152611,-0.02545535,0.011465958,0.10710425
722,2.0,0.00060951826,False,0.0,-0.03335693,0.03070612,0.03535514,-0.039563444,0.03145229,-0.036148094,-0.03585336,0.019348357,0.10778615
723,3.0,0.0009142774,False,3.5732417,-0.034598015,0.03310588,0.036065545,-0.043265596,0.03157356,-0.037070885,-0.038011145,0.020439873,0.108498245
724,0.0,0.0,False,0.0,0.012391701,-0.040252917,-0.00987658,-0.0058036614,-0.020102343,0.024919856,0.022051884,0.07166771,0.99990124
725,4.0,0.0012190365,False,3134.6929,-0.03453661,0.031632148,0.036177576,-0.042689633,0.032121144,-0.037093207,-0.036098085,0.01910502,0.108402
726,11.0,0.00335235,False,4101.212,-0.03283917,0.03184966,0.033969432,-0.041282475,0.030131025,-0.036111902,-0.03660749,0.02057379,0.10789142
727,3.0,0.0009142774,False,3816.9026,-0.032988265,0.030068133,0.03464708,-0.039838042,0.03106897,-0.036472425,-0.03580119,0.020168694,0.107150696
728,2939.0,0.895687,False,2.0071633,0.037911717,-0.03990037,-0.044229638,0.050825022,-0.047232717,0.036116205,0.030695181,-0.023710754,0.033653207
729,326936.0,99.63673,False,1.7362682,-0.2022637,0.30110466,0.21696016,-0.2208855,0.28964117,-0.22543658,-0.20378083,0.13536109,0.043608006
730,1.0,0.00030475913,False,1174.6842,-0.032691605,0.030994404,0.035016276,-0.041398425,0.031188214,-0.035304762,-0.036582887,0.019599188,0.1073057
731,9.0,0.002742832,False,10.245191,-0.03034619,0.029551664,0.032771003,-0.03952767,0.030375073,-0.03479399,-0.033290964,0.017870441,0.109300956
732,2.0,0.00060951826,False,1005.2894,-0.033963162,0.03186437,0.03645356,-0.04248999,0.03366735,-0.03647208,-0.037021097,0.017094012,0.10752975
733,3.0,0.0009142774,False,0.30834642,-0.034334827,0.032589864,0.037224196,-0.042169046,0.03228682,-0.037375275,-0.038339894,0.019506672,0.1072006
734,40.0,0.012190365,False,120.04877,-0.033539213,0.029932708,0.034075823,-0.036402125,0.02902054,-0.03692946,-0.037172314,0.014792913,0.10892485
735,2.0,0.00060951826,False,0.0,-0.035675086,0.0335541,0.037726924,-0.043201074,0.034942035,-0.038053874,-0.03907752,0.017990716,0.10733876
736,0.0,0.0,False,0.0,0.012391701,-0.040252917,-0.00987658,-0.0058036614,-0.020102343,0.024919856,0.022051884,0.07166771,0.99990124
737,67980.0,20.717525,False,162.87556,0.13575068,0.04637603,-0.06077538,0.03832333,0.046615075,0.1948348,0.11709803,0.23344819,0.054830052
738,1.0,0.00030475913,False,0.0,-0.034854848,0.033528667,0.036962926,-0.042825375,0.033458143,-0.03762037,-0.038448308,0.019502236,0.10749209
739,1.0,0.00030475913,False,0.0,-0.033260193,0.032973584,0.036453,-0.041087624,0.03375273,-0.035360698,-0.038014993,0.017984653,0.10749342
740,0.0,0.0,False,0.0,0.012391701,-0.040252917,-0.00987658,-0.0058036614,-0.020102343,0.024919856,0.022051884,0.07166771,0.99990124
741,9490.0,2.892164,False,1.4880496e+07,0.17356862,-0.05093766,-0.11875006,0.24194467,-0.03790532,0.2852638,0.1816452,0.16188785,0.0007851377
742,111.0,0.033828262,False,179.57777,-0.032175854,0.024490057,0.03240622,-0.036326103,0.02300606,-0.0384999,-0.03990873,0.010740387,0.0925016
743,1646.0,0.5016335,False,3.3736005e+06,0.12019157,-0.13820423,-0.13196076,0.12094798,-0.10646632,0.124787286,0.14426774,-0.021297075,0.0011851055
744,1.0,0.00030475913,False,0.0,-0.034086112,0.03201564,0.037258256,-0.043017976,0.032282118,-0.035024878,-0.03709676,0.020352505,0.10764503
745,1.0,0.00030475913,False,590.1397,-0.03367586,0.03245934,0.036188535,-0.039769206,0.032507792,-0.035799704,-0.03750446,0.01957188,0.107695445
746,291.0,0.0886849,False,602951.25,-0.06196105,0.03780802,0.05444565,-0.057268173,0.044010602,-0.06965666,-0.050006524,0.025400402,0.08166443
747,11.0,0.00335235,False,12414.0205,-0.031627156,0.029567417,0.033960555,-0.037714604,0.02996648,-0.03508331,-0.035166536,0.016814534,0.10784297
748,38.0,0.011580846,False,65998.99,-0.037335787,0.032559734,0.03821563,-0.040692627,0.031728845,-0.036564063,-0.037515223,0.023218539,0.10848908
749,2.0,0.00060951826,False,0.0,-0.03492973,0.033243373,0.03656942,-0.04122523,0.032947227,-0.03686117,-0.038436152,0.018766982,0.107320316
750,3.0,0.0009142774,False,1858.6991,-0.03409486,0.032034516,0.036535483,-0.04283561,0.03361927,-0.036538545,-0.03730035,0.017556114,0.107739374
751,0.0,0.0,False,0.0,0.012391701,-0.040252917,-0.00987658,-0.0058036614,-0.020102343,0.024919856,0.022051884,0.07166771,0.99990124
752,1.0,0.00030475913,False,0.0,-0.033465683,0.032264143,0.0359423,-0.04147362,0.032092232,-0.036098126,-0.03648095,0.019494716,0.107663505
753,7.0,0.0021333138,False,15.302947,-0.03438378,0.031995367,0.036243174,-0.04221716,0.030842373,-0.035255298,-0.037757587,0.023039691,0.109517775
754,3.0,0.0009142774,False,1607.822,-0.03245761,0.031460848,0.034154978,-0.038719516,0.03134218,-0.03522637,-0.035201404,0.019070009,0.10787019
755,2.0,0.00060951826,False,0.0,-0.033272084,0.032420862,0.03655902,-0.040396687,0.03392199,-0.03643022,-0.03583013,0.018225554,0.10782614
756,223372.0,68.07465,False,0.17592874,0.12882909,-0.17345412,-0.1047509,0.12680921,-0.14128576,0.17467922,0.1404433,-0.085198335,-0.06769659
757,0.0,0.0,False,0.0,0.012391701,-0.040252917,-0.00987658,-0.0058036614,-0.020102343,0.024919856,0.022051884,0.07166771,0.99990124
758,2.0,0.00060951826,False,0.0,-0.03420833,0.032969434,0.036766414,-0.041846767,0.03268281,-0.035915926,-0.037430055,0.020882195,0.10762679
759,1.0,0.00030475913,False,0.0,-0.03190473,0.032687176,0.03459339,-0.039245944,0.031983614,-0.03416501,-0.035847142,0.020141285,0.10745091
760,4.0,0.0012190365,False,2657.251,-0.03324848,0.03284952,0.036846694,-0.04083836,0.032988645,-0.036486655,-0.036848385,0.01669178,0.108473234
761,4.0,0.0012190365,False,5004.6616,-0.034411553,0.03255994,0.036016203,-0.040958393,0.032713477,-0.03768882,-0.036740042,0.020651944,0.107227504
762,0.0,0.0,False,0.0,0.012391701,-0.040252917,-0.00987658,-0.0058036614,-0.020102343,0.024919856,0.022051884,0.07166771,0.99990124
763,5.0,0.0015237957,False,0.0,-0.03475102,0.032276977,0.03702699,-0.043008234,0.033644296,-0.03708132,-0.03841382,0.017770763,0.10712941
764,1.0,0.00030475913,False,0.0,-0.033894043,0.032194044,0.03629508,-0.041988257,0.032417197,-0.03562984,-0.03800335,0.019246344,0.107968025
765,3.0,0.0009142774,False,72.98823,-0.034670714,0.0340083,0.037757024,-0.042548373,0.034071952,-0.03875461,-0.037944,0.018758934,0.10851114
766,25038.0,7.630559,False,4536.843,0.17595293,-0.08864159,-0.11096144,0.14964704,-0.089730255,0.29580644,0.1330543,0.21201615,0.06552624
767,0.0,0.0,False,0.0,0.012391701,-0.040252917,-0.00987658,-0.0058036614,-0.020102343,0.024919856,0.022051884,0.07166771,0.99990124
768,1.0,0.00030475913,False,305.37268,-0.03274105,0.03160088,0.035219215,-0.040091705,0.03241762,-0.03559492,-0.03610681,0.019045131,0.10739891
769,5.0,0.0015237957,False,0.0,-0.033614438,0.03243673,0.03560499,-0.04115024,0.03195436,-0.03686188,-0.03755042,0.019343264,0.10747771
770,151278.0,46.103348,False,0.49927258,0.062577076,-0.09602554,-0.056155946,0.016941736,-0.08180979,0.051902715,0.08820074,-0.010015627,-0.023256745
771,6873.0,2.0946095,False,1.1637019e+07,0.19298723,-0.097900316,-0.16293749,0.2567563,-0.05839531,0.23058428,0.24255256,0.008553763,-0.01849444
772,0.0,0.0,False,0.0,0.012391701,-0.040252917,-0.00987658,-0.0058036614,-0.020102343,0.024919856,0.022051884,0.07166771,0.99990124
773,8.0,0.002438073,False,5631.6357,-0.031669557,0.030369679,0.033244707,-0.039115842,0.030199962,-0.036225438,-0.035383657,0.016392983,0.1087607
774,5.0,0.0015237957,False,72.04883,-0.032812003,0.030933289,0.034556758,-0.040579796,0.0306528,-0.03537766,-0.036891393,0.019521028,0.10715374
775,3.0,0.0009142774,False,0.0,-0.035866696,0.032237343,0.03765815,-0.04344168,0.031601198,-0.03807402,-0.03976034,0.01992916,0.107136555
776,5497.0,1.6752608,False,1.4182466e+07,0.37519255,-0.35033572,-0.3804634,0.4268758,-0.27246195,0.37848452,0.42322895,-0.14114673,0.030469446
777,26.0,0.007923737,False,587.8477,-0.028263506,0.024910005,0.028859016,-0.038153794,0.023468565,-0.03424296,-0.03220428,0.017827464,0.11017322
778,1.0,0.00030475913,False,181.96521,-0.034421083,0.032097466,0.0359542,-0.042700153,0.032722477,-0.03734731,-0.036246322,0.018513389,0.10763332
779,5.0,0.0015237957,False,6814.614,-0.034504384,0.031943247,0.035752416,-0.041639693,0.031463336,-0.036480885,-0.037931368,0.02037798,0.108155996
780,3.0,0.0009142774,False,0.0,-0.034376483,0.03274891,0.03555156,-0.042009655,0.0318321,-0.038221233,-0.03732887,0.020427747,0.10752883
781,2.0,0.00060951826,False,428.09265,-0.035412937,0.032181047,0.03720231,-0.043225277,0.031513553,-0.037728216,-0.0396502,0.020380018,0.107477
782,2.0,0.00060951826,False,11.761298,-0.034445807,0.033107925,0.03715936,-0.04267828,0.032610774,-0.03667683,-0.03745438,0.021134507,0.1076418
783,114.0,0.03474254,False,120938.09,-0.03247272,0.027892742,0.031695727,-0.042416777,0.030899342,-0.041653898,-0.03331635,0.014931765,0.09631164
784,0.0,0.0,True,0.0,0.012391701,-0.040252917,-0.00987658,-0.0058036614,-0.020102343,0.024919856,0.022051884,0.07166771,0.99990124
785,7.0,0.0021333138,False,2655.7454,-0.0321065,0.030859718,0.0341472,-0.040711176,0.030160682,-0.035406865,-0.03590676,0.018089253,0.10743462
786,9.0,0.002742832,False,306.7137,-0.03308663,0.03176484,0.035495352,-0.041879334,0.033608597,-0.036308207,-0.036520652,0.018818878,0.10821295
787,2.0,0.00060951826,False,2343.5608,-0.031516723,0.030532708,0.033102743,-0.037660062,0.03045841,-0.033837624,-0.03460977,0.019220801,0.108058095
788,3.0,0.0009142774,False,0.0,-0.03612902,0.03364953,0.038042035,-0.044366363,0.032473,-0.03830334,-0.039993953,0.023061039,0.107281305
789,5.0,0.0015237957,False,1.5027709,-0.033125345,0.032234546,0.034951013,-0.04116463,0.031959053,-0.03594292,-0.036814272,0.01923072,0.10737159
790,10543.0,3.2130756,False,8.561771e+07,0.054754566,-0.05761259,-0.06919041,0.36628422,-0.04856732,0.13344085,0.06990176,0.019291956,-0.048443865
791,3.0,0.0009142774,False,1.7235317,-0.034341242,0.03200441,0.03670753,-0.04077265,0.031270105,-0.037477642,-0.03794983,0.019900497,0.10891215
792,2.0,0.00060951826,False,1940.1061,-0.033960026,0.033199023,0.036622863,-0.04094453,0.03259324,-0.036084276,-0.03709589,0.018678907,0.10819356
793,297395.0,90.63384,False,0.30309054,0.07549997,-0.1676356,-0.07505752,0.07885256,-0.12728557,0.10251921,0.09942951,-0.084048,-0.065225884
794,1.0,0.00030475913,False,0.0,-0.034142092,0.03284245,0.036790337,-0.0419142,0.03287838,-0.03574206,-0.03733779,0.01917835,0.10769611
795,8.0,0.002438073,False,131.31067,-0.032288536,0.031667657,0.03442829,-0.03969402,0.03112192,-0.03369279,-0.03620408,0.019223591,0.109093994
796,187500.0,57.142334,False,6.5715094,-0.048825104,0.16101143,0.052933075,-0.05295829,0.1260653,-0.07643702,-0.07527449,0.0364503,0.042830545
797,58.0,0.01767603,False,77.16629,-0.016861856,0.0155179715,0.019403856,-0.030532762,0.01843447,-0.021334182,-0.018769236,0.0050210636,0.101433076
798,11.0,0.00335235,False,8.524512,-0.032511804,0.031615634,0.034162182,-0.04048654,0.030950904,-0.03608213,-0.03605026,0.018281952,0.108270966
799,4.0,0.0012190365,False,5.0689683,-0.03540544,0.032241363,0.036952265,-0.042821534,0.031373266,-0.03752003,-0.039066494,0.022285271,0.107874826
800,15.0,0.0045713866,False,26540.049,-0.033149704,0.03040844,0.03442447,-0.0371669,0.030393684,-0.034637168,-0.036040537,0.01871385,0.10801239
801,23.0,0.0070094597,False,440.95273,-0.03369708,0.029439323,0.034908943,-0.040757757,0.028696116,-0.035215974,-0.037385233,0.020582616,0.10607854
802,312031.0,95.09429,False,0.42703754,-0.06152679,-0.04608353,0.050768737,-0.049225464,-0.0017806932,-0.056402817,-0.03835116,-0.0863078,-0.053469583
803,4.0,0.0012190365,False,1668.2021,-0.031409167,0.03148207,0.034762654,-0.040361293,0.032516204,-0.033386208,-0.03450124,0.019601949,0.10817509
804,2.0,0.00060951826,False,0.0,-0.03428908,0.03314171,0.036256813,-0.041908488,0.032742735,-0.03673954,-0.037244346,0.019296763,0.10750115
805,0.0,0.0,False,0.0,0.012391701,-0.040252917,-0.00987658,-0.0058036614,-0.020102343,0.024919856,0.022051884,0.07166771,0.99990124
806,8891.0,2.7096133,False,22014.89,0.270009,-0.17573068,-0.23611884,0.33420077,-0.1272247,0.32718349,0.32229194,0.0042233127,0.0055926074
807,6.0,0.0018285548,False,5508.0684,-0.032084677,0.030051317,0.033685163,-0.038687747,0.030192165,-0.03477456,-0.03575181,0.018214358,0.10888397
808,5.0,0.0015237957,False,4219.2,-0.03401385,0.031791955,0.03612177,-0.04164993,0.031364545,-0.03611189,-0.038027246,0.018763015,0.10769586
809,7.0,0.0021333138,False,8.2087965,-0.035358597,0.0341497,0.03741312,-0.04336728,0.03456228,-0.03783757,-0.03859271,0.022545489,0.10912705
810,1.0,0.00030475913,False,665.29517,-0.032123473,0.032392364,0.035104275,-0.0402329,0.032559156,-0.03399174,-0.03634927,0.018100725,0.10765235
811,392.0,0.119465575,False,355190.38,-0.025366783,0.021444049,0.026216963,-0.033970345,0.019634066,-0.022275647,-0.02578927,0.01995005,0.09048106
812,315127.0,96.03783,False,0.45751888,0.065999694,-0.17703944,-0.077065326,0.07106748,-0.15412617,0.06285094,0.08652619,-0.12335621,-0.06425315
813,327013.0,99.660194,False,1.6296382,-0.0652809,0.10090252,0.05265469,-0.034881312,0.058114648,-0.085428275,-0.10055756,0.032472387,0.068020284
814,1.0,0.00030475913,False,0.0,-0.032174394,0.03199416,0.03527865,-0.04088389,0.03186871,-0.03399744,-0.036109895,0.017755773,0.10758722
815,7.0,0.0021333138,False,1.551734,-0.03390181,0.03202977,0.035767585,-0.04378761,0.031349715,-0.035975516,-0.036633458,0.021000195,0.109255314
816,1.0,0.00030475913,False,222.44955,-0.03425924,0.03241391,0.036438458,-0.043194946,0.03134483,-0.03627521,-0.038419448,0.020869877,0.107273936
817,10.0,0.0030475913,False,0.0,-0.03397274,0.03258701,0.035453588,-0.04058595,0.032754138,-0.03525262,-0.03785625,0.018873896,0.10771124
818,2.0,0.00060951826,False,818.81055,-0.033536486,0.032209683,0.03571477,-0.042746615,0.032368384,-0.036571596,-0.03573387,0.01855566,0.10768653
819,3.0,0.0009142774,False,3411.8806,-0.032644004,0.031376306,0.034774702,-0.03958742,0.031355027,-0.035121106,-0.036021635,0.020396193,0.107660085
820,11398.0,3.4736443,False,11708.855,0.3457434,-0.2720355,-0.32544482,0.42549616,-0.2520646,0.41037482,0.3757655,0.008963585,0.033275876
821,5.0,0.0015237957,False,0.0,-0.033747822,0.03164438,0.036274146,-0.03971901,0.032816343,-0.036496278,-0.036601223,0.02031285,0.108439125
822,3.0,0.0009142774,False,670.448,-0.033750605,0.03158964,0.035662703,-0.04191297,0.030811992,-0.036111552,-0.03749797,0.020903176,0.10803707
823,0.0,0.0,False,0.0,0.012391701,-0.040252917,-0.00987658,-0.0058036614,-0.020102343,0.024919856,0.022051884,0.07166771,0.99990124
824,296718.0,90.42752,False,0.45911685,-0.117831886,-0.0053269854,0.09246151,-0.06768413,0.010948247,-0.10806853,-0.09050863,-0.009338117,-0.03138429
825,2.0,0.00060951826,False,0.0,-0.032282893,0.031316753,0.03450419,-0.041282512,0.030847304,-0.035204373,-0.036238328,0.021225965,0.1077223
826,2.0,0.00060951826,False,33.589806,-0.03407035,0.033123776,0.036481388,-0.04091489,0.03297723,-0.03589759,-0.03769672,0.019661412,0.10781991
827,0.0,0.0,False,0.0,0.012391701,-0.040252917,-0.00987658,-0.0058036614,-0.020102343,0.024919856,0.022051884,0.07166771,0.99990124
828,82.0,0.02499025,False,1373.2695,-0.02957433,0.02570958,0.03009288,-0.03334175,0.023755033,-0.03315059,-0.035153437,0.019051645,0.10269855
829,1.0,0.00030475913,False,0.0,-0.03448795,0.03310063,0.03662798,-0.042086482,0.032378018,-0.03695941,-0.03818542,0.019447269,0.1074206
830,6.0,0.0018285548,False,9.419203,-0.034457084,0.03241504,0.035278298,-0.04183882,0.031678952,-0.038353782,-0.03710672,0.019239131,0.10850947
831,0.0,0.0,False,0.0,0.012391701,-0.040252917,-0.00987658,-0.0058036614,-0.020102343,0.024919856,0.022051884,0.07166771,0.99990124
832,0.0,0.0,False,0.0,0.012391701,-0.040252917,-0.00987658,-0.0058036614,-0.020102343,0.024919856,0.022051884,0.07166771,0.99990124
833,12152.0,3.7034328,False,3.34844e+07,0.28723097,-0.13170336,-0.21939771,0.28720972,-0.11657428,0.37848765,0.27688506,0.1808244,0.045382794
834,4.0,0.0012190365,False,817.6879,-0.033072636,0.032162428,0.036121774,-0.041780394,0.03226397,-0.035245217,-0.037189182,0.020892277,0.10771283
835,1.0,0.00030475913,False,0.0,-0.03327332,0.03216128,0.035884127,-0.041450467,0.03186596,-0.036044214,-0.03655355,0.018991025,0.10736498
836,4.0,0.0012190365,False,14.0206995,-0.034926295,0.033339098,0.03722901,-0.04240134,0.03303557,-0.0384498,-0.038336705,0.020278994,0.10766374
837,17.0,0.005180905,False,24.742277,-0.03206571,0.02996675,0.035189852,-0.039389204,0.031397074,-0.035343986,-0.03560953,0.014681598,0.10755885
838,12.0,0.0036571096,False,0.0,-0.03404824,0.032306686,0.03624057,-0.042242516,0.031815737,-0.036710743,-0.037905682,0.017911717,0.105961606
839,10.0,0.0030475913,False,14.692727,-0.033077553,0.030286036,0.0345963,-0.040688805,0.029561676,-0.03523349,-0.03725824,0.019662963,0.10801108
840,0.0,0.0,False,0.0,0.012391701,-0.040252917,-0.00987658,-0.0058036614,-0.020102343,0.024919856,0.022051884,0.07166771,0.99990124
841,13.0,0.0039618686,False,10.428749,-0.030743713,0.028739482,0.031599198,-0.038819328,0.027766168,-0.03347092,-0.035343744,0.016676174,0.10863141
842,7.0,0.0021333138,False,8.74113,-0.032863997,0.02882097,0.034315553,-0.03860212,0.030321497,-0.03625817,-0.035754792,0.018070467,0.10750338
843,2.0,0.00060951826,False,1011.12665,-0.032302395,0.033016387,0.03509467,-0.039326083,0.032305654,-0.034148883,-0.036115907,0.020816078,0.107498884
844,0.0,0.0,False,0.0,0.012391701,-0.040252917,-0.00987658,-0.0058036614,-0.020102343,0.024919856,0.022051884,0.07166771,0.99990124
845,26501.0,8.076421,False,16908.684,0.4937398,-0.2915557,-0.4111343,0.41146734,-0.25553757,0.56460816,0.4927525,0.07642069,0.056820683
846,6.0,0.0018285548,False,20.748058,-0.032580752,0.03125402,0.035377264,-0.040370867,0.031002115,-0.035415363,-0.035854843,0.020748867,0.10848074
847,75499.0,23.009008,False,17.159382,0.019183652,0.05732938,-0.015975794,-0.0037757962,0.033841304,-0.008910058,-0.022783924,-0.025880028,0.023980197
848,474.0,0.14445582,False,2784.8816,-0.026758436,-0.009052097,0.016245132,-0.026456939,-0.010440264,-0.031581506,-0.030141765,0.029406106,0.06508986
849,1.0,0.00030475913,False,0.0,-0.033102877,0.03205055,0.035591003,-0.041467942,0.031559207,-0.035624336,-0.037077352,0.02138756,0.10746596
850,1.0,0.00030475913,False,1829.8097,-0.029613815,0.02965987,0.033072814,-0.038129095,0.028972726,-0.033129442,-0.03359652,0.01714514,0.10737123
851,2.0,0.00060951826,False,0.0,-0.03351282,0.031851236,0.03479377,-0.04054628,0.031455893,-0.035429567,-0.037015848,0.019982427,0.10748672
852,3.0,0.0009142774,False,0.0,-0.03509091,0.034069106,0.03737762,-0.042933516,0.03392013,-0.03732146,-0.038674183,0.02074062,0.10776339
853,9.0,0.002742832,False,3.7413375,-0.031661432,0.029806389,0.033727646,-0.040900555,0.03051945,-0.0329054,-0.03445923,0.018270066,0.10926268
854,240705.0,73.35705,False,0.34033766,0.074858,-0.08954078,-0.061903227,0.09107835,-0.071491055,0.09230931,0.08869897,-0.0917868,-0.048419796
855,6.0,0.0018285548,False,7.618485,-0.03253154,0.031704515,0.035106394,-0.041479394,0.031266924,-0.033962075,-0.037266053,0.0191612,0.10818952
856,2.0,0.00060951826,False,0.0,-0.034522306,0.03246061,0.035569854,-0.04022127,0.03265429,-0.036567844,-0.0378258,0.019300552,0.107427694
857,1.0,0.00030475913,False,0.0,-0.035533022,0.034407843,0.03828472,-0.043919336,0.033770725,-0.038019743,-0.039572384,0.01863971,0.10752758
858,5.0,0.0015237957,False,57.288235,-0.033520672,0.032175362,0.035001818,-0.04010687,0.03141723,-0.03736083,-0.037021466,0.01712115,0.10733557
859,1.0,0.00030475913,False,0.0,-0.03384758,0.032822594,0.03637161,-0.041630413,0.032189798,-0.036538474,-0.03759975,0.019143468,0.107551396
860,0.0,0.0,False,0.0,0.012391701,-0.040252917,-0.00987658,-0.0058036614,-0.020102343,0.024919856,0.022051884,0.07166771,0.99990124
861,3.0,0.0009142774,False,0.0,-0.03313102,0.03147365,0.035290297,-0.042812377,0.03104299,-0.03561409,-0.03672184,0.019873705,0.10823026
862,0.0,0.0,False,0.0,0.012391701,-0.040252917,-0.00987658,-0.0058036614,-0.020102343,0.024919856,0.022051884,0.07166771,0.99990124
863,1.0,0.00030475913,False,499.18698,-0.036653146,0.034565896,0.03824645,-0.04316086,0.03367026,-0.038260818,-0.039818164,0.023193363,0.107621126
864,10.0,0.0030475913,False,12313.684,-0.03395879,0.03086525,0.03563753,-0.040436555,0.030461704,-0.036688644,-0.037888188,0.021645878,0.10944314
865,1.0,0.00030475913,False,626.0128,-0.032424193,0.031498194,0.03510946,-0.040613186,0.032280546,-0.035602603,-0.03576751,0.018980026,0.10737052
866,811.0,0.24715964,False,3.876368,-0.10222268,0.09618491,0.10391473,-0.10892113,0.09473454,-0.100751676,-0.09930753,0.07740501,0.038053617
867,3.0,0.0009142774,False,1439.023,-0.035131276,0.033041574,0.036762755,-0.042612456,0.03361583,-0.037162166,-0.037165206,0.019433143,0.10846902
868,2.0,0.00060951826,False,3532.5437,-0.03321376,0.03195521,0.03587677,-0.04150954,0.031669017,-0.036693968,-0.03664934,0.019642849,0.10766417
869,304822.0,92.897285,False,0.38289958,-0.040541265,-0.085127465,0.023581376,-0.005611831,-0.054414127,-0.021646148,-0.014128516,-0.04896447,-0.061448164
870,11.0,0.00335235,False,15.960875,-0.032186627,0.030212983,0.03516942,-0.04093812,0.029656379,-0.03449917,-0.036160797,0.0204084,0.1091738
871,12.0,0.0036571096,False,15423.056,-0.032558434,0.031684805,0.03496624,-0.040010445,0.03235557,-0.03577074,-0.035890788,0.021419546,0.10917807
872,2.0,0.00060951826,False,750.035,-0.035897862,0.03355524,0.037420332,-0.044542156,0.031398613,-0.03809469,-0.039525717,0.022256339,0.107397124
873,3.0,0.0009142774,False,0.0,-0.03398568,0.03199145,0.036395963,-0.04211107,0.033928882,-0.03690757,-0.037369028,0.01712672,0.107697636
874,133.0,0.04053296,False,40.74105,-0.01745358,0.0073703346,0.012481875,-0.034754347,0.007010163,-0.031568665,-0.019088414,0.01717361,0.09888772
